dex,speciesName,speciesId,baseStats,types,fastMoves,chargedMoves,tags,defaultIVs,level25CP,buddyDistance,thirdMoveCost,released,family,eliteMoves,searchPriority,nicknames,legacyMoves,levelFloor,aliasId
445,Garchomp (Mega),garchomp_mega,"{'atk': 339, 'def': 222, 'hp': 239}","['dragon', 'ground']","['DRAGON_TAIL', 'MUD_SHOT']","['EARTHQUAKE', 'FIRE_BLAST', 'OUTRAGE', 'SAND_TOMB', 'EARTH_POWER']",['mega'],"{'cp500': [3.5, 11, 14, 15], 'cp1500': [10, 6, 11, 15], 'cp2500': [17, 4, 9, 11]}",,5.0,75000.0,True,,['EARTH_POWER'],,,,,
445,Garchomp (Shadow),garchomp_shadow,"{'atk': 261, 'def': 193, 'hp': 239}","['dragon', 'ground']","['DRAGON_TAIL', 'MUD_SHOT']","['EARTHQUAKE', 'FIRE_BLAST', 'OUTRAGE', 'SAND_TOMB', 'EARTH_POWER']",['shadow'],"{'cp500': [5, 4, 5, 14], 'cp1500': [14, 4, 12, 10], 'cp2500': [23, 6, 13, 13]}",,5.0,75000.0,True,"{'id': 'FAMILY_GIBLE', 'parent': 'gabite_shadow'}",['EARTH_POWER'],8.0,['chomp'],,,
446,Munchlax,munchlax,"{'atk': 137, 'def': 117, 'hp': 286}","['normal', 'none']","['LICK', 'TACKLE']","['BODY_SLAM', 'BULLDOZE', 'GUNK_SHOT']",,"{'cp500': [10, 5, 15, 9], 'cp1500': [31, 4, 12, 10], 'cp2500': [50, 15, 15, 15]}",,5.0,10000.0,True,"{'id': 'FAMILY_SNORLAX', 'evolutions': ['snorlax']}",,4.0,,,,
447,Riolu,riolu,"{'atk': 127, 'def': 78, 'hp': 120}","['fighting', 'none']","['COUNTER', 'QUICK_ATTACK']","['BRICK_BREAK', 'CROSS_CHOP', 'LOW_SWEEP', 'BLAZE_KICK', 'THUNDER_PUNCH']",,"{'cp500': [19, 6, 13, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,5.0,10000.0,True,"{'id': 'FAMILY_LUCARIO', 'evolutions': ['lucario']}",,,,,,
448,Lucario,lucario,"{'atk': 236, 'def': 144, 'hp': 172}","['fighting', 'steel']","['BULLET_PUNCH', 'COUNTER', 'FORCE_PALM']","['CLOSE_COMBAT', 'FLASH_CANNON', 'SHADOW_BALL', 'POWER_UP_PUNCH', 'AURA_SPHERE', 'BLAZE_KICK', 'THUNDER_PUNCH']",,"{'cp500': [7, 4, 13, 13], 'cp1500': [20.5, 5, 14, 10], 'cp2500': [38, 4, 14, 14]}",,5.0,75000.0,True,"{'id': 'FAMILY_LUCARIO', 'parent': 'riolu'}",['FORCE_PALM'],,,,,
448,Lucario (Mega),lucario_mega,"{'atk': 310, 'def': 175, 'hp': 172}","['fighting', 'steel']","['BULLET_PUNCH', 'COUNTER', 'FORCE_PALM']","['CLOSE_COMBAT', 'FLASH_CANNON', 'SHADOW_BALL', 'POWER_UP_PUNCH', 'AURA_SPHERE', 'BLAZE_KICK', 'THUNDER_PUNCH']",['mega'],"{'cp500': [14.5, 7, 5, 13], 'cp1500': [14.5, 7, 5, 13], 'cp2500': [23.5, 11, 9, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_LUCARIO', 'parent': 'riolu'}",['FORCE_PALM'],,,,,
449,Hippopotas,hippopotas,"{'atk': 124, 'def': 118, 'hp': 169}","['ground', 'none']","['BITE', 'TACKLE', 'SAND_ATTACK']","['BODY_SLAM', 'DIG', 'ROCK_TOMB']",['shadoweligible'],"{'cp500': [14, 5, 14, 13], 'cp1500': [49, 14, 15, 13], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 15, 15, 15]}",781.0,3.0,50000.0,True,"{'id': 'FAMILY_HIPPOPOTAS', 'evolutions': ['hippowdon']}",,,,,,
449,Hippopotas (Shadow),hippopotas_shadow,"{'atk': 124, 'def': 118, 'hp': 169}","['ground', 'none']","['BITE', 'TACKLE', 'SAND_ATTACK']","['BODY_SLAM', 'DIG', 'ROCK_TOMB']",['shadow'],"{'cp500': [14, 5, 14, 13], 'cp1500': [49, 14, 15, 13], 'cp2500': [50, 15, 15, 15], 'cp1500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_HIPPOPOTAS', 'evolutions': ['hippowdon_shadow']}",,,,,,
450,Hippowdon,hippowdon,"{'atk': 201, 'def': 191, 'hp': 239}","['ground', 'none']","['BITE', 'FIRE_FANG', 'THUNDER_FANG', 'ICE_FANG', 'SAND_ATTACK']","['BODY_SLAM', 'EARTHQUAKE', 'STONE_EDGE', 'EARTH_POWER', 'WEATHER_BALL_ROCK', 'SCORCHING_SANDS']",['shadoweligible'],"{'cp500': [6, 13, 14, 12], 'cp1500': [18, 4, 15, 11], 'cp2500': [30.5, 4, 14, 10]}",1915.0,3.0,50000.0,True,"{'id': 'FAMILY_HIPPOPOTAS', 'parent': 'hippopotas'}",,2.0,,,,
450,Hippowdon (Shadow),hippowdon_shadow,"{'atk': 201, 'def': 191, 'hp': 239}","['ground', 'none']","['BITE', 'FIRE_FANG', 'THUNDER_FANG', 'ICE_FANG', 'SAND_ATTACK']","['BODY_SLAM', 'EARTHQUAKE', 'STONE_EDGE', 'EARTH_POWER', 'WEATHER_BALL_ROCK', 'SCORCHING_SANDS']",['shadow'],"{'cp500': [6, 13, 14, 12], 'cp1500': [18, 4, 15, 11], 'cp2500': [30.5, 4, 14, 10]}",,3.0,50000.0,True,"{'id': 'FAMILY_HIPPOPOTAS', 'parent': 'hippopotas_shadow'}",,2.0,,,,
451,Skorupi,skorupi,"{'atk': 93, 'def': 151, 'hp': 120}","['poison', 'bug']","['INFESTATION', 'POISON_STING']","['AQUA_TAIL', 'CROSS_POISON', 'SLUDGE_BOMB']",['shadoweligible'],"{'cp500': [19.5, 5, 9, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",558.0,5.0,75000.0,True,"{'id': 'FAMILY_SKORUPI', 'evolutions': ['drapion']}",,,,,,
451,Skorupi (Shadow),skorupi_shadow,"{'atk': 93, 'def': 151, 'hp': 120}","['poison', 'bug']","['INFESTATION', 'POISON_STING']","['AQUA_TAIL', 'CROSS_POISON', 'SLUDGE_BOMB']",['shadow'],"{'cp500': [19.5, 5, 9, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_SKORUPI', 'evolutions': ['drapion_shadow']}",,,,,,
452,Drapion,drapion,"{'atk': 180, 'def': 202, 'hp': 172}","['poison', 'dark']","['BITE', 'INFESTATION', 'POISON_STING', 'ICE_FANG']","['AQUA_TAIL', 'CRUNCH', 'SLUDGE_BOMB', 'FELL_STINGER']",['shadoweligible'],"{'cp500': [7.5, 10, 13, 15], 'cp1500': [23, 5, 11, 11], 'cp2500': [47, 5, 13, 11], 'cp2500l40': [40, 15, 15, 15]}",1496.0,5.0,75000.0,True,"{'id': 'FAMILY_SKORUPI', 'parent': 'skorupi'}",,4.0,,,,
452,Drapion (Shadow),drapion_shadow,"{'atk': 180, 'def': 202, 'hp': 172}","['poison', 'dark']","['BITE', 'INFESTATION', 'POISON_STING', 'ICE_FANG']","['AQUA_TAIL', 'CRUNCH', 'SLUDGE_BOMB', 'FELL_STINGER']",['shadow'],"{'cp500': [7.5, 10, 13, 15], 'cp1500': [23, 5, 11, 11], 'cp2500': [47, 5, 13, 11], 'cp2500l40': [40, 15, 15, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_SKORUPI', 'parent': 'skorupi_shadow'}",,4.0,,,,
453,Croagunk,croagunk,"{'atk': 116, 'def': 76, 'hp': 134}","['poison', 'fighting']","['POISON_JAB', 'POISON_STING', 'MUD_SHOT']","['BRICK_BREAK', 'LOW_SWEEP', 'SLUDGE_BOMB']",['shadoweligible'],"{'cp500': [20, 6, 13, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",522.0,3.0,50000.0,True,"{'id': 'FAMILY_CROAGUNK', 'evolutions': ['toxicroak']}",,,,,,
453,Croagunk (Shadow),croagunk_shadow,"{'atk': 116, 'def': 76, 'hp': 134}","['poison', 'fighting']","['POISON_JAB', 'POISON_STING', 'MUD_SHOT']","['BRICK_BREAK', 'LOW_SWEEP', 'SLUDGE_BOMB']",['shadow'],"{'cp500': [20, 6, 13, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_CROAGUNK', 'evolutions': ['toxicroak_shadow']}",,,,,,
454,Toxicroak,toxicroak,"{'atk': 211, 'def': 133, 'hp': 195}","['poison', 'fighting']","['COUNTER', 'POISON_JAB', 'MUD_SHOT']","['DYNAMIC_PUNCH', 'MUD_BOMB', 'SLUDGE_BOMB', 'SHADOW_BALL']",['shadoweligible'],"{'cp500': [7.5, 5, 13, 15], 'cp1500': [22, 7, 13, 15], 'cp2500': [44, 6, 15, 13], 'cp2500l40': [40, 15, 15, 15]}",1515.0,3.0,50000.0,True,"{'id': 'FAMILY_CROAGUNK', 'parent': 'croagunk'}",,9.0,['croak'],,,
454,Toxicroak (Shadow),toxicroak_shadow,"{'atk': 211, 'def': 133, 'hp': 195}","['poison', 'fighting']","['COUNTER', 'POISON_JAB', 'MUD_SHOT']","['DYNAMIC_PUNCH', 'MUD_BOMB', 'SLUDGE_BOMB', 'SHADOW_BALL']",['shadow'],"{'cp500': [7.5, 5, 13, 15], 'cp1500': [22, 7, 13, 15], 'cp2500': [44, 6, 15, 13], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_CROAGUNK', 'parent': 'croagunk_shadow'}",,9.0,['croak'],,,
455,Carnivine,carnivine,"{'atk': 187, 'def': 136, 'hp': 179}","['grass', 'none']","['BITE', 'VINE_WHIP']","['CRUNCH', 'ENERGY_BALL', 'POWER_WHIP']",['regional'],"{'cp500': [8.5, 9, 14, 14], 'cp1500': [25.5, 6, 14, 15], 'cp2500': [50, 15, 15, 15]}",,5.0,75000.0,True,,,,,,,
456,Finneon,finneon,"{'atk': 96, 'def': 116, 'hp': 135}","['water', 'none']","['POUND', 'WATER_GUN']","['ICE_BEAM', 'SILVER_WIND', 'WATER_PULSE']",,"{'cp500': [20, 5, 12, 15], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_FINNEON', 'evolutions': ['lumineon']}",,,,,,
457,Lumineon,lumineon,"{'atk': 142, 'def': 170, 'hp': 170}","['water', 'none']","['WATER_GUN', 'WATERFALL']","['BLIZZARD', 'SILVER_WIND', 'WATER_PULSE']",,"{'cp500': [10.5, 6, 13, 8], 'cp1500': [33, 4, 13, 12], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_FINNEON', 'parent': 'finneon'}",,,,,,
458,Mantyke,mantyke,"{'atk': 105, 'def': 179, 'hp': 128}","['water', 'flying']","['BUBBLE', 'TACKLE']","['AERIAL_ACE', 'ICE_BEAM', 'WATER_PULSE']",,"{'cp500': [15.5, 5, 14, 12], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,5.0,10000.0,True,"{'id': 'FAMILY_MANTINE', 'evolutions': ['mantine']}",,,,,,
459,Snover,snover,"{'atk': 115, 'def': 105, 'hp': 155}","['grass', 'ice']","['ICE_SHARD', 'POWDER_SNOW', 'LEAFAGE']","['ENERGY_BALL', 'ICE_BEAM', 'STOMP']",['shadoweligible'],"{'cp500': [16.5, 4, 14, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",654.0,3.0,50000.0,True,"{'id': 'FAMILY_SNOVER', 'evolutions': ['abomasnow']}",,,,,,
459,Snover (Shadow),snover_shadow,"{'atk': 115, 'def': 105, 'hp': 155}","['grass', 'ice']","['ICE_SHARD', 'POWDER_SNOW', 'LEAFAGE']","['ENERGY_BALL', 'ICE_BEAM', 'STOMP']",['shadow'],"{'cp500': [16.5, 4, 14, 14], 'cp1500': [50, 15, 15, 15], 'cp2500': [50, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_SNOVER', 'evolutions': ['abomasnow_shadow']}",,,,,,
460,Abomasnow,abomasnow,"{'atk': 178, 'def': 158, 'hp': 207}","['grass', 'ice']","['POWDER_SNOW', 'RAZOR_LEAF', 'LEAFAGE']","['BLIZZARD', 'ENERGY_BALL', 'OUTRAGE', 'WEATHER_BALL_ICE', 'ICY_WIND']",['shadoweligible'],"{'cp500': [8, 6, 10, 15], 'cp1500': [23.5, 4, 14, 15], 'cp2500': [49, 5, 14, 15], 'cp2500l40': [40, 15, 15, 15]}",1436.0,3.0,50000.0,True,"{'id': 'FAMILY_SNOVER', 'parent': 'snover'}",,5.0,,,,
460,Abomasnow (Mega),abomasnow_mega,"{'atk': 240, 'def': 191, 'hp': 207}","['grass', 'ice']","['POWDER_SNOW', 'RAZOR_LEAF', 'LEAFAGE']","['BLIZZARD', 'ENERGY_BALL', 'OUTRAGE', 'WEATHER_BALL_ICE', 'ICY_WIND']","['shadoweligible', 'mega']","{'cp500': [5.5, 13, 15, 9], 'cp1500': [16, 6, 15, 13], 'cp2500': [27, 5, 10, 15]}",2129.0,3.0,50000.0,True,"{'id': 'FAMILY_SNOVER', 'parent': 'snover'}",,,,,,
460,Abomasnow (Shadow),abomasnow_shadow,"{'atk': 178, 'def': 158, 'hp': 207}","['grass', 'ice']","['POWDER_SNOW', 'RAZOR_LEAF', 'LEAFAGE']","['BLIZZARD', 'ENERGY_BALL', 'OUTRAGE', 'WEATHER_BALL_ICE', 'ICY_WIND']",['shadow'],"{'cp500': [8, 6, 10, 15], 'cp1500': [23.5, 4, 14, 15], 'cp2500': [49, 5, 14, 15], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_SNOVER', 'parent': 'snover_shadow'}",,5.0,,,,
461,Weavile,weavile,"{'atk': 243, 'def': 171, 'hp': 172}","['dark', 'ice']","['FEINT_ATTACK', 'ICE_SHARD', 'SNARL']","['AVALANCHE', 'FOCUS_BLAST', 'FOUL_PLAY', 'TRIPLE_AXEL']",['shadoweligible'],"{'cp500': [6.5, 5, 11, 5], 'cp1500': [18.5, 6, 9, 13], 'cp2500': [30, 8, 15, 14]}",1859.0,3.0,50000.0,True,"{'id': 'FAMILY_SNEASEL', 'parent': 'sneasel'}",,,,,,
461,Weavile (Shadow),weavile_shadow,"{'atk': 243, 'def': 171, 'hp': 172}","['dark', 'ice']","['FEINT_ATTACK', 'ICE_SHARD', 'SNARL']","['AVALANCHE', 'FOCUS_BLAST', 'FOUL_PLAY', 'TRIPLE_AXEL']",['shadow'],"{'cp500': [6.5, 5, 11, 5], 'cp1500': [18.5, 6, 9, 13], 'cp2500': [30, 8, 15, 14]}",,3.0,50000.0,True,"{'id': 'FAMILY_SNEASEL', 'parent': 'sneasel_shadow'}",,,,,,
462,Magnezone,magnezone,"{'atk': 238, 'def': 205, 'hp': 172}","['electric', 'steel']","['CHARGE_BEAM', 'SPARK', 'VOLT_SWITCH', 'METAL_SOUND']","['FLASH_CANNON', 'WILD_CHARGE', 'ZAP_CANNON', 'MIRROR_SHOT']",['shadoweligible'],"{'cp500': [6, 5, 7, 15], 'cp1500': [17, 7, 13, 14], 'cp2500': [28, 9, 14, 15]}",1993.0,3.0,50000.0,True,"{'id': 'FAMILY_MAGNEMITE', 'parent': 'magneton'}",,4.0,['zone'],,,
462,Magnezone (Shadow),magnezone_shadow,"{'atk': 238, 'def': 205, 'hp': 172}","['electric', 'steel']","['CHARGE_BEAM', 'SPARK', 'VOLT_SWITCH', 'METAL_SOUND']","['FLASH_CANNON', 'WILD_CHARGE', 'ZAP_CANNON', 'MIRROR_SHOT']",['shadow'],"{'cp500': [6, 5, 7, 15], 'cp1500': [17, 7, 13, 14], 'cp2500': [28, 9, 14, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_MAGNEMITE', 'parent': 'magneton_shadow'}",,4.0,['zone'],,,
463,Lickilicky,lickilicky,"{'atk': 161, 'def': 181, 'hp': 242}","['normal', 'none']","['LICK', 'ZEN_HEADBUTT']","['EARTHQUAKE', 'HYPER_BEAM', 'SOLAR_BEAM', 'SHADOW_BALL', 'BODY_SLAM']",,"{'cp500': [8, 4, 5, 8], 'cp1500': [23, 5, 8, 14], 'cp2500': [47.5, 4, 12, 11], 'cp2500l40': [40, 15, 15, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_LICKITUNG', 'parent': 'lickitung'}",['BODY_SLAM'],,,,,
464,Rhyperior,rhyperior,"{'atk': 241, 'def': 190, 'hp': 251}","['ground', 'rock']","['MUD_SLAP', 'SMACK_DOWN']","['EARTHQUAKE', 'STONE_EDGE', 'SURF', 'SKULL_BASH', 'SUPER_POWER', 'ROCK_WRECKER', 'BREAKING_SWIPE']",['shadoweligible'],"{'cp500': [5, 15, 14, 13], 'cp1500': [15, 4, 14, 5], 'cp2500': [25, 4, 15, 4]}",2347.0,3.0,50000.0,True,"{'id': 'FAMILY_RHYHORN', 'parent': 'rhydon'}",['ROCK_WRECKER'],5.0,,,,
464,Rhyperior (Shadow),rhyperior_shadow,"{'atk': 241, 'def': 190, 'hp': 251}","['ground', 'rock']","['MUD_SLAP', 'SMACK_DOWN']","['EARTHQUAKE', 'STONE_EDGE', 'SURF', 'SKULL_BASH', 'SUPER_POWER', 'ROCK_WRECKER', 'BREAKING_SWIPE']",['shadow'],"{'cp500': [5, 15, 14, 13], 'cp1500': [15, 4, 14, 5], 'cp2500': [25, 4, 15, 4]}",,3.0,50000.0,True,"{'id': 'FAMILY_RHYHORN', 'parent': 'rhydon_shadow'}",['ROCK_WRECKER'],5.0,,,,
465,Tangrowth,tangrowth,"{'atk': 207, 'def': 184, 'hp': 225}","['grass', 'none']","['INFESTATION', 'VINE_WHIP']","['ANCIENT_POWER', 'ROCK_SLIDE', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'POWER_WHIP']",['shadoweligible'],"{'cp500': [6.5, 5, 4, 8], 'cp1500': [18.5, 5, 11, 10], 'cp2500': [30.5, 6, 15, 12]}",1879.0,3.0,50000.0,True,"{'id': 'FAMILY_TANGELA', 'parent': 'tangela'}",,,,,,
465,Tangrowth (Shadow),tangrowth_shadow,"{'atk': 207, 'def': 184, 'hp': 225}","['grass', 'none']","['INFESTATION', 'VINE_WHIP']","['ANCIENT_POWER', 'ROCK_SLIDE', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'POWER_WHIP']",['shadow'],"{'cp500': [6.5, 5, 4, 8], 'cp1500': [18.5, 5, 11, 10], 'cp2500': [30.5, 6, 15, 12]}",,3.0,50000.0,True,"{'id': 'FAMILY_TANGELA', 'parent': 'tangela_shadow'}",,,,,,
466,Electivire,electivire,"{'atk': 249, 'def': 163, 'hp': 181}","['electric', 'none']","['LOW_KICK', 'THUNDER_SHOCK']","['THUNDER', 'THUNDER_PUNCH', 'WILD_CHARGE', 'ICE_PUNCH', 'FLAMETHROWER']",['shadoweligible'],"{'cp500': [6, 14, 15, 9], 'cp1500': [18, 5, 10, 14], 'cp2500': [30, 4, 15, 9]}",1908.0,5.0,75000.0,True,"{'id': 'FAMILY_ELECTABUZZ', 'parent': 'electabuzz'}",['FLAMETHROWER'],2.0,,,,
466,Electivire (Shadow),electivire_shadow,"{'atk': 249, 'def': 163, 'hp': 181}","['electric', 'none']","['LOW_KICK', 'THUNDER_SHOCK']","['THUNDER', 'THUNDER_PUNCH', 'WILD_CHARGE', 'ICE_PUNCH', 'FLAMETHROWER']",['shadow'],"{'cp500': [6, 14, 15, 9], 'cp1500': [18, 5, 10, 14], 'cp2500': [30, 4, 15, 9]}",,5.0,75000.0,True,"{'id': 'FAMILY_ELECTABUZZ', 'parent': 'electabuzz_shadow'}",['FLAMETHROWER'],2.0,,,,
467,Magmortar,magmortar,"{'atk': 247, 'def': 172, 'hp': 181}","['fire', 'none']","['FIRE_SPIN', 'KARATE_CHOP']","['BRICK_BREAK', 'FIRE_BLAST', 'FIRE_PUNCH', 'PSYCHIC', 'THUNDERBOLT', 'SCORCHING_SANDS']",['shadoweligible'],"{'cp500': [6, 11, 14, 9], 'cp1500': [17.5, 6, 13, 14], 'cp2500': [29.5, 4, 11, 14]}",1944.0,5.0,75000.0,True,"{'id': 'FAMILY_MAGMAR', 'parent': 'magmar'}",['THUNDERBOLT'],,,,,
467,Magmortar (Shadow),magmortar_shadow,"{'atk': 247, 'def': 172, 'hp': 181}","['fire', 'none']","['FIRE_SPIN', 'KARATE_CHOP']","['BRICK_BREAK', 'FIRE_BLAST', 'FIRE_PUNCH', 'PSYCHIC', 'THUNDERBOLT', 'SCORCHING_SANDS']",['shadow'],"{'cp500': [6, 11, 14, 9], 'cp1500': [17.5, 6, 13, 14], 'cp2500': [29.5, 4, 11, 14]}",,5.0,75000.0,True,"{'id': 'FAMILY_MAGMAR', 'parent': 'magmar_shadow'}",['THUNDERBOLT'],,,,,
468,Togekiss,togekiss,"{'atk': 225, 'def': 217, 'hp': 198}","['fairy', 'flying']","['AIR_SLASH', 'CHARM', 'HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER']","['AERIAL_ACE', 'ANCIENT_POWER', 'DAZZLING_GLEAM', 'FLAMETHROWER', 'AURA_SPHERE']",,"{'cp500': [5.5, 15, 15, 12], 'cp1500': [16.5, 5, 14, 13], 'cp2500': [28, 4, 10, 12]}",,3.0,50000.0,True,"{'id': 'FAMILY_TOGEPI', 'parent': 'togetic'}",['AURA_SPHERE'],8.0,['kiss'],,,
469,Yanmega,yanmega,"{'atk': 231, 'def': 156, 'hp': 200}","['bug', 'flying']","['BUG_BITE', 'WING_ATTACK']","['AERIAL_ACE', 'ANCIENT_POWER', 'BUG_BUZZ']",,"{'cp500': [6.5, 5, 13, 10], 'cp1500': [18.5, 8, 15, 11], 'cp2500': [31.5, 7, 14, 15]}",,3.0,50000.0,True,"{'id': 'FAMILY_YANMA', 'parent': 'yanma'}",,,,,,
470,Leafeon,leafeon,"{'atk': 216, 'def': 219, 'hp': 163}","['grass', 'none']","['QUICK_ATTACK', 'RAZOR_LEAF', 'BULLET_SEED']","['ENERGY_BALL', 'LEAF_BLADE', 'SOLAR_BEAM', 'LAST_RESORT']",,"{'cp500': [6.5, 4, 11, 14], 'cp1500': [18.5, 7, 13, 15], 'cp2500': [32, 5, 14, 15]}",,5.0,75000.0,True,"{'id': 'FAMILY_EEVEE', 'parent': 'eevee'}","['LAST_RESORT', 'BULLET_SEED']",,,,,
471,Glaceon,glaceon,"{'atk': 238, 'def': 205, 'hp': 163}","['ice', 'none']","['FROST_BREATH', 'ICE_SHARD']","['AVALANCHE', 'ICE_BEAM', 'ICY_WIND', 'LAST_RESORT', 'WATER_PULSE']",,"{'cp500': [6, 5, 14, 15], 'cp1500': [18, 4, 14, 7], 'cp2500': [29.5, 5, 12, 13]}",,5.0,75000.0,True,"{'id': 'FAMILY_EEVEE', 'parent': 'eevee'}","['LAST_RESORT', 'WATER_PULSE']",,,,,
472,Gliscor,gliscor,"{'atk': 185, 'def': 222, 'hp': 181}","['ground', 'flying']","['FURY_CUTTER', 'WING_ATTACK']","['AERIAL_ACE', 'EARTHQUAKE', 'NIGHT_SLASH', 'SAND_TOMB']",['shadoweligible'],"{'cp500': [7, 7, 11, 15], 'cp1500': [21, 4, 13, 9], 'cp2500': [39.5, 4, 14, 11]}",1654.0,5.0,75000.0,True,"{'id': 'FAMILY_GLIGAR', 'parent': 'gligar'}",,,,,,
472,Gliscor (Shadow),gliscor_shadow,"{'atk': 185, 'def': 222, 'hp': 181}","['ground', 'flying']","['FURY_CUTTER', 'WING_ATTACK']","['AERIAL_ACE', 'EARTHQUAKE', 'NIGHT_SLASH', 'SAND_TOMB']",['shadow'],"{'cp500': [7, 7, 11, 15], 'cp1500': [21, 4, 13, 9], 'cp2500': [39.5, 4, 14, 11]}",,5.0,75000.0,True,"{'id': 'FAMILY_GLIGAR', 'parent': 'gligar_shadow'}",,,,,,
473,Mamoswine,mamoswine,"{'atk': 247, 'def': 146, 'hp': 242}","['ice', 'ground']","['MUD_SLAP', 'POWDER_SNOW']","['AVALANCHE', 'BULLDOZE', 'STONE_EDGE', 'ANCIENT_POWER', 'HIGH_HORSEPOWER']",['shadoweligible'],"{'cp500': [5.5, 15, 14, 13], 'cp1500': [16.5, 4, 15, 11], 'cp2500': [27.5, 6, 13, 13]}",2071.0,3.0,50000.0,True,"{'id': 'FAMILY_SWINUB', 'parent': 'piloswine'}",['ANCIENT_POWER'],2.0,,,,
473,Mamoswine (Shadow),mamoswine_shadow,"{'atk': 247, 'def': 146, 'hp': 242}","['ice', 'ground']","['MUD_SLAP', 'POWDER_SNOW']","['AVALANCHE', 'BULLDOZE', 'STONE_EDGE', 'ANCIENT_POWER', 'HIGH_HORSEPOWER']",['shadow'],"{'cp500': [5.5, 15, 14, 13], 'cp1500': [16.5, 4, 15, 11], 'cp2500': [27.5, 6, 13, 13]}",,3.0,50000.0,True,"{'id': 'FAMILY_SWINUB', 'parent': 'piloswine_shadow'}",['ANCIENT_POWER'],2.0,,,,
474,Porygon-Z,porygon_z,"{'atk': 264, 'def': 150, 'hp': 198}","['normal', 'none']","['LOCK_ON', 'CHARGE_BEAM', 'HIDDEN_POWER_BUG', 'HIDDEN_POWER_DARK', 'HIDDEN_POWER_DRAGON', 'HIDDEN_POWER_ELECTRIC', 'HIDDEN_POWER_FIGHTING', 'HIDDEN_POWER_FIRE', 'HIDDEN_POWER_FLYING', 'HIDDEN_POWER_GHOST', 'HIDDEN_POWER_GRASS', 'HIDDEN_POWER_GROUND', 'HIDDEN_POWER_ICE', 'HIDDEN_POWER_POISON', 'HIDDEN_POWER_PSYCHIC', 'HIDDEN_POWER_ROCK', 'HIDDEN_POWER_STEEL', 'HIDDEN_POWER_WATER']","['BLIZZARD', 'HYPER_BEAM', 'SOLAR_BEAM', 'ZAP_CANNON', 'TRI_ATTACK']",['shadoweligible'],"{'cp500': [6, 4, 8, 8], 'cp1500': [16.5, 10, 13, 14], 'cp2500': [28.5, 4, 15, 6]}",2029.0,3.0,50000.0,True,"{'id': 'FAMILY_PORYGON', 'parent': 'porygon2'}",['TRI_ATTACK'],2.0,,,,
